company_permalink,funding_round_permalink,funding_round_type,raised_amount_usd,name,homepage_url,category_list,status,country_code,state_code,primary_sector,main_sector,count_main_Sec,total_amt_invst_main_Sec
/organization/indianroots,/funding-round/f9e85b60f976b7a5e873de366db64159,venture,5000000.0,IndianRoots,http://www.indianroots.in/,Designers|E-Commerce|Fashion|Online Shopping,operating,IND,10,Designers,Automotive & Sports,13,136900000
/organization/tonbo-imaging,/funding-round/a8423b53ae8e4995bd52a48eaf5014e0,venture,6400000.0,Tonbo Imaging,http://tonboimaging.com,Design,operating,IND,19,Design,Automotive & Sports,13,136900000
/organization/ani-technologies,/funding-round/1e2b54335e2a41d8d7db25b7c11db399,venture,5000000.0,Ola,http://www.olacabs.com,Automotive|E-Commerce|Internet|Mobile|Mobile Commerce|Public Transportation|Transportation,operating,IND,28,Automotive,Automotive & Sports,13,136900000
/organization/ather-energy,/funding-round/a3782f52b69e60629bcf7866ca8b1eca,venture,12000000.0,Ather Energy,http://www.atherenergy.com,Automotive|Electric Vehicles,operating,IND,19,Automotive,Automotive & Sports,13,136900000
/organization/cardekho,/funding-round/3875ae874b0511ede2f7d8597e0d126f,venture,15000000.0,Cardekho,http://www.cardekho.com/,Automotive|Cars|Online Shopping,operating,IND,10,Automotive,Automotive & Sports,13,136900000
/organization/incredible-technologies-pvt-ltd,/funding-round/6a4ce4ed8be26c7a2d0a24f4a92fd958,venture,15000000.0,Incredible Technologies (CredR),http://www.credr.com/,Automotive,operating,IND,16,Automotive,Automotive & Sports,13,136900000
/organization/taxiforsure-com,/funding-round/29b13629e3dd0f4d53ab84a6c89548c2,venture,10000000.0,TaxiForSure.com,http://www.taxiforsure.com,Automotive|Transportation,acquired,IND,19,Automotive,Automotive & Sports,13,136900000
/organization/zoomcar-india,/funding-round/a7cdd2e85e583a992e021b323b7374ad,venture,8000000.0,ZoomCar,http://www.zoomcar.in,Automotive|Consumers|E-Commerce|Transportation,operating,IND,19,Automotive,Automotive & Sports,13,136900000
/organization/zoomcar-india,/funding-round/de560f3d008b7662d844e48fa1e467b3,venture,11000000.0,ZoomCar,http://www.zoomcar.in,Automotive|Consumers|E-Commerce|Transportation,operating,IND,19,Automotive,Automotive & Sports,13,136900000
/organization/mistral-solutions,/funding-round/4688f3f8860d92330aa64f6f6aa0dd39,venture,6500000.0,Mistral Solutions,http://www.mistralsolutions.com,Aerospace|Defense|Embedded Hardware and Software|Homeland Security|Product Development Services,operating,IND,19,Aerospace,Automotive & Sports,13,136900000
/organization/makemytrip-com,/funding-round/166d99cdc07eaac55d15b24d197e3fff,venture,15000000.0,MakeMyTrip.com,http://makemytrip.com,Transportation|Travel,ipo,IND,10,Transportation,Automotive & Sports,13,136900000
/organization/makemytrip-com,/funding-round/6bc57a33607a3317b89a4c97011cbfff,venture,13000000.0,MakeMyTrip.com,http://makemytrip.com,Transportation|Travel,ipo,IND,10,Transportation,Automotive & Sports,13,136900000
/organization/mahindra-first-choice,/funding-round/fd1878def2e38049665344ee9f2b22eb,venture,15000000.0,Mahindra First Choice,http://mahindrafirstchoice.com/,Cars|Retail|Services,operating,IND,,Cars,Automotive & Sports,13,136900000
/organization/avesthagen,/funding-round/8935d99998ad41f42cc3a483bcf6d518,venture,5530000.0,Avesthagen,http://www.avesthagen.com,Biotechnology,operating,IND,19,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/centre-for-sight,/funding-round/409e41d62076ba665657f3fc5a1c3dc2,venture,5000000.0,Centre for Sight,http://centreforsight.net,Biotechnology,operating,IND,7,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/core-diagnostics,/funding-round/e8c215c48f596a3160193302d8cc09e1,venture,5000000.0,Core Diagnostics,http://corediagnostics.in,Biotechnology|Health Diagnostics,operating,IND,10,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/omni-hospitals,/funding-round/734f972917a468cbaa0fced4c60310fe,venture,9800000.0,Omni Hospitals,http://omnihospitals.in,Biotechnology,operating,IND,2,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/perfint-healthcare,/funding-round/b201a471e03ce013b07862b1bd0526b1,venture,7200000.0,Perfint Healthcare,http://www.perfinthealthcare.com,Biotechnology,operating,IND,25,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/perfint-healthcare,/funding-round/d44cb7e9425c1f6e585f8db67e83de60,venture,8000000.0,Perfint Healthcare,http://www.perfinthealthcare.com,Biotechnology,operating,IND,25,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/perfint-healthcare,/funding-round/f5438b69c0406857d2700d5175e670f9,venture,14000000.0,Perfint Healthcare,http://www.perfinthealthcare.com,Biotechnology,operating,IND,25,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/trivitron-healthcare,/funding-round/ed1f3de908fd9a6fae61b539af414ba2,venture,11000000.0,Trivitron Healthcare,http://www.trivitron.com,Biotechnology,operating,IND,25,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/vyome-biosciences,/funding-round/339647785b60e71ab176256b8a062774,venture,8000000.0,Vyome Biosciences,http://www.vyome.in/,Biotechnology|Life Sciences,operating,IND,7,Biotechnology,Cleantech / Semiconductors,20,165380000
/organization/attero-recycling,/funding-round/9a6defe462ba6ead2ac67bc1018da77c,venture,6300000.0,Attero,http://www.attero.in,Clean Technology,operating,IND,36,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/azure-power,/funding-round/1c6480a986cbafcba46ad2f3306692ee,venture,10000000.0,Azure Power,http://www.azurepower.com,Clean Technology|Energy|Renewable Energies,operating,IND,7,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/azure-power,/funding-round/2b680b2096110b05d299a96a181ac4cc,venture,15000000.0,Azure Power,http://www.azurepower.com,Clean Technology|Energy|Renewable Energies,operating,IND,7,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/azure-power,/funding-round/51c67311704b819d181cc4f14d2fd4e8,venture,13600000.0,Azure Power,http://www.azurepower.com,Clean Technology|Energy|Renewable Energies,operating,IND,7,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/azure-power,/funding-round/e29585d71a3321857d0d18afc49275fa,venture,8600000.0,Azure Power,http://www.azurepower.com,Clean Technology|Energy|Renewable Energies,operating,IND,7,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/bharat-light-and-power-group-private-limited,/funding-round/bc8fe7e67df39a38a43e1f685c2dd2a2,venture,6100000.0,Bharat Light and Power Group,http://www.blp.co.in/,Clean Technology,operating,IND,10,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/bharat-light-and-power-group-private-limited,/funding-round/be5bfb57585efe6fdc73833d069811b0,venture,9250000.0,Bharat Light and Power Group,http://www.blp.co.in/,Clean Technology,operating,IND,10,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/kotak-urja,/funding-round/0e282351b3a80aa3c67857cca0785632,venture,8000000.0,Kotak Urja,http://www.kotakurja.com,Clean Technology,operating,IND,19,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/nsl-renewable-power,/funding-round/1f718f99a4e38d2e84527cbe98a81f47,venture,5000000.0,NSL Renewable Power,http://nslpower.com,Clean Technology,operating,IND,2,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/sunborne-energy,/funding-round/398f17d9ef7baa37215a8a92a43489bc,venture,5000000.0,SunBorne Energy,http://sunborneenergy.com,Clean Technology,operating,IND,10,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/sunborne-energy,/funding-round/b81e2f68ee21dcd79f0fdb4b1a9f5696,venture,5000000.0,SunBorne Energy,http://sunborneenergy.com,Clean Technology,operating,IND,10,Clean Technology,Cleantech / Semiconductors,20,165380000
/organization/-fame,/funding-round/9a01d05418af9f794eebff7ace91f638,venture,10000000.0,#fame,http://livfame.com,Media,operating,IND,16,Media,Entertainment,33,280830000
/organization/dhruva,/funding-round/6035248811c9530b11bd442d9239a0b1,venture,5000000.0,Dhruva,http://www.dhruva.com/,Games,operating,IND,19,Games,Entertainment,33,280830000
/organization/games2win,/funding-round/6b024f4906c288c66d1df966e6aeb256,venture,5000000.0,Games2Win,http://www.games2win.com,Games,operating,IND,16,Games,Entertainment,33,280830000
/organization/games2win,/funding-round/b095563fd43d1e4fd16da3f4bcd040af,venture,6000000.0,Games2Win,http://www.games2win.com,Games,operating,IND,16,Games,Entertainment,33,280830000
/organization/pokkt,/funding-round/adb94c131e001a7438a4695d873d8dc1,venture,5000000.0,POKKT,http://www.pokkt.com,Games,operating,IND,16,Games,Entertainment,33,280830000
/organization/taggle-internet-ventures-private,/funding-round/e9948bcf99cef341ba917e917bd1ec3d,venture,8750000.0,Taggle Internet Ventures Private,http://www.taggle.com,Games,closed,IND,19,Games,Entertainment,33,280830000
/organization/adlabs-imagica,/funding-round/508d3c83daaae9fda3ba6f9682c78f6c,venture,8180000.0,Adlabs Imagica,http://www.adlabsimagica.com,Entertainment|Tourism,operating,IND,16,Entertainment,Entertainment,33,280830000
/organization/cleartrip,/funding-round/9948b3e11a512230539666870fe8a6fa,venture,8000000.0,Cleartrip,http://www.cleartrip.com,Travel,operating,IND,16,Travel,Entertainment,33,280830000
/organization/cleartrip,/funding-round/b71847894698280ebac4cadf5fc83ed4,venture,5400000.0,Cleartrip,http://www.cleartrip.com,Travel,operating,IND,16,Travel,Entertainment,33,280830000
/organization/tripfactory,/funding-round/96cb159e796b822f988b5e85ad35db63,venture,10000000.0,Tripfactory,http://www.tripfactory.com,Travel,operating,IND,19,Travel,Entertainment,33,280830000
/organization/via-3,/funding-round/b4fd1f5501f0d2151e068836762af021,venture,5000000.0,Via,http://in.via.com,Travel,operating,IND,19,Travel,Entertainment,33,280830000
